,1_Base DA ($/MWh),1_High VG DA ($/MWh),2_Base DA ($/MWh),2_High VG DA ($/MWh),3_Base DA ($/MWh),3_High VG DA ($/MWh)
0,3947.9019,3947.0315,3947.9019,3947.0315,3947.9019,3947.0315
1,3947.9019,3943.914,3947.9019,3941.799,3947.9019,3945.37
2,3947.4666,3940.795,3947.4666,3940.795,3947.4666,3940.795
3,3947.4666,131.9149,3947.4666,125.5615,3947.4666,136.28845
4,3947.2747,129.4995,3947.2747,123.26242,3947.2747,133.79295
5,3946.161,125.76876,3946.161,119.711365,3946.161,129.93854
6,3946.161,117.422424,3946.161,111.76701,3946.161,121.31548
7,3945.7256,107.16885,3945.7256,107.16885,3945.7256,107.16885
8,58.00269,58.05449,129.19006,56.56323,309.88467,80.32715
9,55.094536,56.56323,89.43837,55.146957,236.65195,59.38576
10,55.094536,55.146957,89.43837,55.146957,236.65195,59.160194
11,55.094536,55.146957,55.094536,54.880642,60.180393,56.56323
12,55.094536,54.880642,55.094536,54.880642,58.456867,56.405712
13,55.094536,54.880642,55.094536,54.880642,57.42187,55.57694
14,52.943577,54.880642,55.094536,53.788185,55.612263,55.318367
15,52.943577,53.73069,55.094536,53.73069,55.34727,55.146957
16,52.868443,53.53847,52.943577,53.306484,55.094536,55.146957
17,52.868443,53.306484,52.943577,52.604053,55.094536,55.131184
18,52.868443,53.017796,52.868443,52.406136,55.094536,54.95937
19,52.231697,52.406136,52.868443,52.406136,55.094536,54.880642
20,52.231697,52.406136,52.868443,52.406136,55.094536,54.880642
21,52.14735,52.406136,52.231697,51.22475,54.168125,54.880642
22,52.14735,51.525158,52.231697,50.898155,53.726246,54.063713
23,51.665222,50.898155,52.14735,50.898155,53.389294,53.73069
24,51.665222,50.898155,52.14735,50.64635,52.943577,53.306484
25,51.665222,50.497734,51.665222,50.34381,52.943577,52.99535
26,51.665222,50.34381,51.665222,49.912758,52.868443,52.98684
27,51.665222,50.005054,51.665222,49.481884,52.868443,52.406136
28,51.665222,49.481884,51.665222,49.481884,52.868443,52.406136
29,51.665222,49.481884,51.665222,49.481884,52.64725,52.406136
30,51.505783,49.481884,51.665222,49.481884,52.646893,52.17195
31,51.505783,49.481884,51.665222,49.46287,52.231697,51.451115
32,51.505783,49.46287,51.505783,49.28326,52.231697,50.898155
33,51.505783,49.047447,51.505783,49.0224,52.14735,50.898155
34,51.505783,49.0224,51.505783,49.0224,52.14735,50.67358
35,51.505783,49.0224,51.505783,49.0224,51.665222,50.34381
36,51.505783,49.0224,51.505783,49.0224,51.665222,49.63213
37,51.505783,49.0224,51.505783,49.0224,51.665222,49.63213
38,51.22475,49.0224,51.505783,48.33711,51.665222,49.511295
39,51.22475,48.821144,51.505783,48.065617,51.665222,49.481884
40,51.22475,48.33711,51.22475,48.065617,51.665222,49.481884
41,51.03447,48.100048,51.22475,47.904377,51.665222,49.481884
42,51.03447,48.065617,51.22475,47.904377,51.553185,49.481884
43,50.784283,48.039417,51.03447,47.901875,51.505783,49.46287
44,50.784283,48.039417,51.03447,47.733364,51.505783,49.25177
45,50.784283,47.904377,50.784283,47.46664,51.505783,49.210697
46,50.784283,47.901875,50.784283,47.46664,51.505783,49.0224
47,50.784283,47.671265,50.784283,47.46664,51.505783,49.0224
48,50.784283,47.46664,50.784283,47.46664,51.505783,49.0224
49,50.60543,47.46664,50.784283,47.46664,51.505783,49.0224
50,50.60543,47.46664,50.784283,47.46664,51.505783,49.0224
51,50.60543,47.46664,50.627094,47.46664,51.22475,48.800167
52,50.60543,47.46664,50.60543,47.099354,51.22475,48.513496
53,50.60543,47.46664,50.60543,47.031406,51.22475,48.34583
54,50.60543,47.46664,50.60543,47.031406,51.202137,48.33711
55,50.40055,47.234154,50.60543,47.031406,51.080837,48.07281
56,50.34381,47.099354,50.60543,47.031406,51.03447,48.065617
57,50.34381,47.031406,50.60543,47.031406,51.03447,47.904377
58,50.34381,47.031406,50.34381,47.031406,50.97391,47.901875
59,50.34381,47.031406,50.34381,47.031406,50.784283,47.89696
60,50.34381,47.031406,50.34381,47.031406,50.784283,47.862083
61,50.34381,47.031406,50.34381,47.031406,50.784283,47.862083
62,49.90334,47.031406,50.34381,47.031406,50.784283,47.862083
63,49.90334,47.031406,50.34381,46.876465,50.784283,47.862083
64,49.90334,47.031406,49.90334,46.68518,50.784283,47.862083
65,49.90334,47.031406,49.90334,46.68518,50.66564,47.862083
66,49.90334,47.031406,49.90334,46.68518,50.66026,47.862083
67,49.90334,46.68518,49.90334,46.68518,50.61279,47.862083
68,49.90334,46.68518,49.90334,46.59617,50.60543,47.731323
69,49.90334,46.68518,49.90334,46.59617,50.60543,47.502525
70,49.90334,46.59617,49.90334,46.59617,50.60543,47.46664
71,49.705082,46.59617,49.90334,46.59617,50.60543,47.46664
72,49.705082,46.59617,49.90334,46.59617,50.60543,47.46664
73,49.705082,46.59617,49.705082,46.59617,50.60543,47.46664
74,49.46287,46.59617,49.705082,46.59617,50.564896,47.46664
75,49.0224,46.59617,49.705082,46.59617,50.50863,47.46664
76,49.0224,46.59617,49.46287,46.59617,50.466766,47.46664
77,49.0224,46.59617,49.0224,46.502518,50.372528,47.36886
78,49.0224,46.59617,49.0224,46.327194,50.34381,47.245724
79,48.581932,46.395424,49.0224,46.160934,50.34381,47.190346
80,48.581932,46.35993,49.0224,46.160934,50.34381,47.099354
81,48.581932,46.32617,48.581932,46.160934,50.34381,47.09843
82,48.581932,46.32617,48.581932,46.160934,50.34381,47.09843
83,48.581932,46.32617,48.581932,46.160934,50.34381,47.09843
84,48.581932,46.32617,48.581932,46.160934,50.097656,47.031406
85,48.33711,46.32617,48.581932,46.160934,49.98556,47.031406
86,48.33711,46.32617,48.581932,46.160934,49.90334,47.031406
87,48.14146,46.32617,48.33711,46.160934,49.90334,47.031406
88,48.14146,46.32617,48.33711,46.160934,49.90334,47.031406
89,48.14146,46.248726,48.14146,46.160934,49.90334,47.031406
90,48.14146,46.160934,48.14146,45.810608,49.90334,47.031406
91,48.14146,46.160934,48.14146,45.7257,49.90334,47.031406
92,48.14146,46.160934,48.14146,45.7257,49.90334,47.031406
93,47.904377,46.160934,48.14146,45.7257,49.90334,47.031406
94,47.901875,46.160934,48.14146,45.7257,49.90334,47.031406
95,47.901875,46.160934,47.904377,45.7257,49.705082,47.031406
96,47.46664,46.160934,47.901875,45.7257,49.705082,47.031406
97,47.46664,46.160934,47.901875,45.7257,49.705082,47.031406
98,47.46664,46.160934,47.46664,45.7257,49.518932,47.031406
99,47.46664,46.160934,47.46664,45.7257,49.50025,47.031406
100,47.46664,46.160934,47.46664,45.7257,49.498257,47.031406
101,47.46664,46.119656,47.46664,45.7257,49.46287,47.031406
102,47.46664,46.063114,47.46664,45.7257,49.43176,47.031406
103,47.46664,45.848774,47.46664,45.7257,49.43176,47.031406
104,47.46664,45.836296,47.46664,45.7257,49.0224,47.031406
105,47.46664,45.72959,47.46664,45.7257,49.0224,47.031406
106,47.46664,45.727104,47.46664,45.7257,49.0224,46.68518
107,47.46664,45.7257,47.46664,45.375275,49.0224,46.68518
108,47.46664,45.7257,47.46664,45.290466,48.952248,46.68518
109,47.46664,45.7257,47.46664,45.290466,48.944065,46.59617
110,47.46664,45.7257,47.46664,45.290466,48.903984,46.59617
111,47.46664,45.7257,47.46664,45.290466,48.78409,46.59617
112,47.46664,45.7257,47.46664,45.290466,48.756218,46.59617
113,47.46664,45.7257,47.46664,45.290466,48.71118,46.59617
114,47.402664,45.7257,47.46664,45.290466,48.581932,46.59617
115,47.031406,45.7257,47.46664,45.290466,48.581932,46.59617
116,47.031406,45.7257,47.421314,45.290466,48.581932,46.59617
117,47.031406,45.7257,47.402664,45.290466,48.581932,46.59617
118,47.031406,45.7257,47.39928,45.290466,48.581932,46.54215
119,47.031406,45.7257,47.172897,45.290466,48.581932,46.54215
120,47.031406,45.7257,47.031406,45.290466,48.38547,46.472324
121,47.031406,45.696793,47.031406,45.083553,48.33711,46.200726
122,47.031406,45.639484,47.031406,44.959217,48.33711,46.200726
123,47.031406,45.587025,47.031406,44.85867,48.259216,46.200726
124,47.031406,45.587025,47.031406,44.85523,48.14146,46.200726
125,47.031406,45.587025,47.031406,44.85523,48.14146,46.200726
126,47.031406,45.522152,47.031406,44.85523,48.14146,46.200726
127,47.031406,45.522152,47.031406,44.85523,48.14146,46.200726
128,47.031406,45.522152,47.031406,44.85523,48.14146,46.200726
129,47.031406,45.522152,47.031406,44.85523,48.14146,46.200726
130,47.031406,45.522152,47.031406,44.85523,48.11251,46.160934
131,47.031406,45.522152,47.031406,44.85523,48.05407,46.160934
132,47.031406,45.522152,47.031406,44.85523,47.920418,46.160934
133,47.031406,45.522152,47.031406,44.85523,47.920418,46.160934
134,47.031406,45.522152,47.031406,44.85523,47.904377,46.160934
135,47.031406,45.522152,47.031406,44.85523,47.901875,46.160934
136,47.031406,45.522152,47.031406,44.85523,47.901875,46.160934
137,47.031406,45.522152,47.031406,44.85523,47.809624,46.160934
138,47.031406,45.290466,47.031406,44.85523,47.55594,46.160934
139,47.031406,45.290466,47.031406,44.85523,47.46664,46.160934
140,47.031406,45.290466,47.031406,44.85523,47.46664,46.160934
141,47.031406,45.290466,47.031406,44.51929,47.46664,45.98673
142,47.031406,45.290466,47.031406,44.127098,47.46664,45.98218
143,47.031406,45.290466,47.031406,44.127098,47.46664,45.858032
144,47.031406,45.290466,47.031406,44.127098,47.46664,45.858032
145,47.031406,45.290466,47.031406,44.127098,47.46664,45.858032
146,47.031406,45.290466,47.031406,44.09497,47.46664,45.858032
147,47.031406,45.290466,47.031406,44.09497,47.46664,45.858032
148,46.816975,45.290466,47.031406,44.09497,47.46664,45.7257
149,46.59617,45.290466,47.031406,44.09497,47.46664,45.7257
150,46.59617,45.290466,47.031406,44.09497,47.46664,45.7257
151,46.59617,45.048595,47.031406,44.09497,47.46664,45.7257
152,46.59617,45.048595,47.031406,44.09497,47.46664,45.7257
153,46.59617,44.85523,47.022667,44.09497,47.46664,45.7257
154,46.59617,44.85523,46.98583,44.09497,47.46664,45.7257
155,46.59617,44.85523,46.984455,44.09497,47.46664,45.7257
156,46.59617,44.85523,46.940697,44.09497,47.46664,45.7257
157,46.59617,44.85523,46.9286,44.09497,47.402664,45.7257
158,46.59617,44.85523,46.885254,44.09497,47.21524,45.7257
159,46.59617,44.85523,46.613487,44.09497,47.048946,45.7257
160,46.59617,44.85523,46.59617,44.09497,47.031406,45.7257
161,46.59617,44.85523,46.59617,44.09497,47.031406,45.7257
162,46.59617,44.85523,46.59617,44.09497,47.031406,45.590515
163,46.59617,44.85523,46.59617,44.09497,47.031406,45.37005
164,46.59617,44.85523,46.59617,44.09497,47.031406,45.37005
165,46.59617,44.85523,46.59617,44.09497,47.031406,45.37005
166,46.59617,44.85523,46.59617,44.09497,47.031406,45.37005
167,46.59617,44.85523,46.59617,44.09497,47.031406,45.290466
168,46.59617,44.85523,46.59617,44.09497,47.031406,45.290466
169,46.59617,44.85523,46.59617,44.075546,47.031406,45.290466
170,46.59617,44.71813,46.59617,44.056755,47.031406,45.290466
171,46.59617,44.71813,46.59617,43.99022,47.031406,45.290466
172,46.59617,44.71813,46.59617,43.902405,47.031406,45.290466
173,46.59617,44.71813,46.59617,43.841923,47.031406,45.290466
174,46.59617,44.71813,46.59617,43.785522,47.031406,45.290466
175,46.59617,44.71813,46.59617,43.734596,47.031406,45.290466
176,46.59617,44.71813,46.59617,43.71104,47.031406,45.290466
177,46.59617,44.71813,46.59617,43.640564,47.031406,45.290466
178,46.59617,44.71813,46.59617,43.52712,47.031406,45.290466
179,46.59617,44.463207,46.59617,43.52712,47.031406,45.290466
180,46.59617,44.460846,46.59617,43.52003,47.031406,45.138115
181,46.59617,44.386433,46.59617,43.50247,47.031406,45.092403
182,46.59617,44.386433,46.59617,43.391422,47.031406,45.062134
183,46.59617,44.386433,46.59617,43.391422,47.031406,45.062134
184,46.59617,44.386433,46.59617,43.391422,47.031406,45.062134
185,46.59617,44.386433,46.59617,43.32967,47.031406,45.062134
186,46.59617,44.245255,46.59617,43.32967,47.031406,45.062134
187,46.59617,44.127098,46.59617,43.32967,47.031406,45.062134
188,46.59617,44.127098,46.59617,43.32967,47.031406,45.062134
189,46.59617,44.127098,46.59617,43.32967,47.031406,45.062134
190,46.59617,44.09497,46.59617,43.32967,47.031406,45.062134
191,46.59617,44.09497,46.59617,43.32967,47.031406,45.062134
192,46.563023,44.09497,46.59617,43.32967,47.031406,45.062134
193,46.53196,44.09497,46.59617,43.32967,47.016766,45.062134
194,46.53196,44.09497,46.59617,43.32967,46.926376,45.062134
195,46.520016,44.09497,46.59617,43.32967,46.690807,45.062134
196,46.267906,44.09497,46.59617,43.32967,46.59617,45.062134
197,46.160934,44.09497,46.59617,43.32967,46.59617,45.062134
198,46.160934,44.09497,46.59617,43.32967,46.59617,45.062134
199,46.160934,44.09497,46.59617,43.32967,46.59617,45.062134
200,46.160934,44.09497,46.59617,43.32967,46.59617,44.98953
201,46.160934,44.09497,46.59617,43.32967,46.59617,44.98119
202,46.160934,44.09497,46.59617,43.32967,46.59617,44.85523
203,46.160934,44.09497,46.53196,43.32967,46.59617,44.85523
204,46.160934,43.914104,46.53196,43.32967,46.59617,44.85523
205,46.160934,43.914104,46.296032,43.32967,46.59617,44.85523
206,46.160934,43.914104,46.267906,43.32967,46.59617,44.85523
207,46.160934,43.914104,46.25195,43.32967,46.59617,44.85523
208,46.160934,43.902405,46.160934,43.32967,46.59617,44.85523
209,46.160934,43.71104,46.160934,43.32967,46.59617,44.85523
210,46.160934,43.616074,46.160934,43.32967,46.59617,44.85523
211,46.160934,43.616074,46.160934,43.32967,46.59617,44.85523
212,46.160934,43.616074,46.160934,43.32967,46.59617,44.85523
213,46.160934,43.616074,46.160934,43.32967,46.59617,44.85523
214,46.160934,43.616074,46.160934,43.32967,46.59617,44.85523
215,46.160934,43.616074,46.160934,43.32967,46.59617,44.85523
216,46.160934,43.616074,46.160934,43.32967,46.59617,44.85523
217,46.160934,43.616074,46.160934,43.32967,46.59617,44.85523
218,46.160934,43.616074,46.160934,43.32967,46.59617,44.85523
219,46.160934,43.616074,46.160934,43.32967,46.59617,44.68647
220,46.160934,43.616074,46.160934,43.32967,46.59617,44.68647
221,46.160934,43.616074,46.160934,43.32967,46.59617,44.68647
222,46.160934,43.616074,46.160934,43.32967,46.59617,44.68647
223,46.160934,43.616074,46.160934,43.32967,46.59617,44.68647
224,46.160934,43.616074,46.160934,43.32967,46.59617,44.68647
225,46.160934,43.616074,46.160934,43.32967,46.59617,44.68647
226,46.160934,43.616074,46.160934,43.32967,46.59617,44.68647
227,46.160934,43.616074,46.160934,43.32967,46.59617,44.68647
228,46.160934,43.52367,46.160934,43.32967,46.59617,44.539368
229,46.160934,43.52003,46.160934,43.32967,46.59617,44.539368
230,46.160934,43.50247,46.160934,43.32967,46.59617,44.539368
231,46.160934,43.33276,46.160934,43.32967,46.59617,44.539368
232,46.160934,43.32967,46.160934,43.32967,46.59617,44.367767
233,46.160934,43.32967,46.160934,43.32967,46.59617,44.31713
234,46.160934,43.32967,46.160934,43.159336,46.59617,44.280083
235,46.160934,43.32967,46.160934,42.87892,46.59617,44.280083
236,46.160934,43.32967,46.160934,42.87892,46.59617,44.280083
237,46.160934,43.32967,46.160934,42.78149,46.59617,44.280083
238,46.160934,43.32967,46.160934,42.758102,46.59617,44.26624
239,46.160934,43.32967,46.160934,42.758102,46.56494,44.26624
240,46.160934,43.32967,46.160934,42.567585,46.56494,44.26624
241,46.160934,43.32967,46.160934,42.564373,46.53196,44.26624
242,46.160934,43.32967,46.160934,42.564373,46.53196,44.26624
243,46.160934,43.32967,46.160934,42.564373,46.47066,44.127098
244,46.160934,43.32967,46.160934,42.564373,46.267906,44.127098
245,46.160934,43.32967,46.160934,42.564373,46.160934,44.127098
246,46.160934,43.32967,46.160934,42.564373,46.160934,44.09497
247,46.160934,43.32967,46.160934,42.564373,46.160934,44.09497
248,46.160934,43.32967,46.160934,42.564373,46.160934,44.09497
249,45.979588,43.32967,46.160934,42.564373,46.160934,44.09497
250,45.923702,43.32967,46.160934,42.564373,46.160934,44.09497
251,45.923702,43.32967,46.160934,42.564373,46.160934,44.09497
252,45.923702,43.32967,46.160934,42.564373,46.160934,44.09497
253,45.76482,43.32967,46.160934,42.564373,46.160934,44.09497
254,45.76482,43.32967,46.160934,42.564373,46.160934,44.09497
255,45.7257,43.32967,46.160934,42.564373,46.160934,44.09497
256,45.7257,43.32967,46.160934,42.564373,46.160934,44.09497
257,45.7257,43.32967,46.160934,42.564373,46.160934,44.09497
258,45.7257,43.32967,46.160934,42.564373,46.160934,44.09497
259,45.7257,43.32967,46.160934,42.564373,46.160934,44.09497
260,45.7257,43.32967,46.12413,42.564373,46.160934,43.902405
261,45.7257,43.32967,46.12413,42.564373,46.160934,43.87547
262,45.7257,43.32967,46.01749,42.564373,46.160934,43.8737
263,45.7257,43.32967,45.998695,42.564373,46.160934,43.8737
264,45.7257,43.32967,45.94726,42.564373,46.160934,43.8737
265,45.7257,43.32967,45.923702,42.564373,46.160934,43.8737
266,45.7257,43.32967,45.923702,42.564373,46.160934,43.8737
267,45.7257,43.32967,45.923702,42.564373,46.160934,43.8737
268,45.7257,43.32967,45.892807,42.564373,46.160934,43.8737
269,45.7257,43.302612,45.7257,42.564373,46.160934,43.8737
270,45.7257,43.285694,45.7257,42.564373,46.160934,43.8737
271,45.7257,43.252464,45.7257,42.564373,46.160934,43.8737
272,45.7257,43.252464,45.7257,42.564373,46.160934,43.8737
273,45.7257,43.252464,45.7257,42.564373,46.160934,43.817245
274,45.7257,43.252464,45.7257,42.3516,46.160934,43.735146
275,45.7257,43.252464,45.7257,42.327824,46.160934,43.71104
276,45.7257,43.252464,45.7257,42.32011,46.160934,43.708687
277,45.7257,43.252464,45.7257,42.248653,46.160934,43.708687
278,45.7257,43.252464,45.7257,42.248653,46.160934,43.708687
279,45.7257,43.252464,45.7257,42.248653,46.160934,43.539684
280,45.7257,43.231594,45.7257,42.248653,46.160934,43.52003
281,45.7257,43.110085,45.7257,42.248653,46.160934,43.50247
282,45.7257,43.110085,45.7257,41.799072,46.160934,43.47034
283,45.7257,43.110085,45.7257,41.799072,46.160934,43.47034
284,45.7257,43.110085,45.7257,41.799072,46.160934,43.47034
285,45.7257,43.059647,45.7257,41.799072,46.160934,43.47034
286,45.7257,43.01604,45.7257,41.799072,46.160934,43.47034
287,45.7257,42.9179,45.7257,41.799072,46.160934,43.46731
288,45.7257,42.860226,45.7257,41.799072,46.160934,43.46731
289,45.7257,42.85912,45.7257,41.799072,46.160934,43.46731
290,45.7257,42.85912,45.7257,41.799072,46.160934,43.46731
291,45.7257,42.85912,45.7257,41.799072,46.160934,43.32967
292,45.7257,42.85912,45.7257,41.799072,46.160934,43.32967
293,45.7257,42.84572,45.7257,41.799072,46.160934,43.32967
294,45.65901,42.84572,45.7257,41.799072,46.160934,43.32967
295,45.562214,42.84572,45.7257,41.799072,46.160934,43.32967
296,45.562214,42.84572,45.7257,41.799072,46.160934,43.32967
297,45.551548,42.84572,45.7257,41.799072,45.98218,43.32967
298,45.536316,42.758102,45.7257,41.799072,45.923702,43.32967
299,45.53611,42.758102,45.7257,41.799072,45.923702,43.32967
300,45.42649,42.573544,45.7257,41.799072,45.923702,43.32967
301,45.290466,42.564373,45.7257,41.799072,45.7257,43.32967
302,45.290466,42.564373,45.7257,41.799072,45.7257,43.32967
303,45.290466,42.564373,45.7257,41.799072,45.7257,43.32967
304,45.290466,42.564373,45.7257,41.799072,45.7257,43.32967
305,45.290466,42.564373,45.7257,41.799072,45.7257,43.32967
306,45.290466,42.564373,45.7257,41.799072,45.7257,43.32967
307,45.290466,42.564373,45.7257,41.799072,45.7257,43.32967
308,45.290466,42.564373,45.72355,41.799072,45.7257,43.32967
309,45.290466,42.564373,45.689976,41.799072,45.7257,43.32967
310,45.290466,42.564373,45.57972,41.799072,45.7257,43.32967
311,45.290466,42.564373,45.562214,41.799072,45.7257,43.32967
312,45.290466,42.564373,45.562214,41.623528,45.7257,43.32967
313,45.290466,42.564373,45.42649,41.623528,45.7257,43.32967
314,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
315,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
316,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
317,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
318,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
319,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
320,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
321,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
322,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
323,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
324,45.290466,42.564373,45.290466,41.515396,45.7257,43.32967
325,45.290466,42.465775,45.290466,41.515396,45.7257,43.32967
326,45.290466,42.465775,45.290466,41.515396,45.7257,43.32967
327,45.290466,42.465775,45.290466,41.515396,45.7257,43.32967
328,45.290466,42.465775,45.290466,41.515396,45.7257,43.322346
329,45.290466,42.465775,45.290466,41.515396,45.7257,43.322346
330,45.290466,42.465775,45.290466,41.515396,45.7257,43.282726
331,45.290466,42.465775,45.290466,41.515396,45.7257,43.24454
332,45.290466,42.465775,45.290466,41.4023,45.7257,43.24454
333,45.290466,42.465775,45.290466,41.318302,45.7257,43.062794
334,45.290466,42.465775,45.290466,41.17805,45.7257,43.06093
335,45.290466,42.465775,45.290466,41.1693,45.7257,43.06093
336,45.290466,42.33167,45.290466,41.1693,45.7257,43.06093
337,45.290466,42.30606,45.290466,41.1693,45.7257,43.06093
338,45.290466,42.30606,45.290466,41.1693,45.7257,43.06093
339,45.290466,42.30606,45.290466,41.1693,45.7257,43.06093
340,45.290466,42.290787,45.290466,41.1693,45.656315,43.06093
341,45.290466,42.276466,45.290466,41.1693,45.562214,43.06093
342,45.290466,42.10259,45.290466,41.1693,45.562214,43.06093
343,45.290466,42.07536,45.290466,41.1693,45.42649,42.87801
344,45.290466,42.07536,45.290466,41.1693,45.290466,42.87801
345,45.290466,42.07536,45.290466,41.1693,45.290466,42.87801
346,45.290466,42.07536,45.290466,41.1693,45.290466,42.87801
347,45.290466,42.07536,45.290466,41.1693,45.290466,42.815384
348,45.290466,42.07243,45.290466,41.1693,45.290466,42.815384
349,45.290466,42.07243,45.290466,41.1693,45.290466,42.758102
350,45.290466,42.07243,45.290466,41.1693,45.290466,42.758102
